#####################################
#####################################
#######  					  #######	
####### THE KINGDOM OF GONDOR #######
#######						  #######	
#####################################
#####################################
###
## In order: 
## Gondor Proper
# House of Anárionath, Kings of Gondor
# House of Húrinionath, Stewards of Gondor
# House of Imrazôrionath, Princes of Dol Amroth
# House of Eärnur, Sealords of Lebennin
# House of Ausir, High Lords of Lossarnach
# House of Malandil, High Lords of Lamedon
# House of Olindur, High Lords of Anfalas
# House of Halboron, High Lords of Pinnath Gelin
# House of Minadirionath, Lords of Entyn-i-Onodlo
# House of Rodirionath, Lords of Gardhon Fuir
# House of Anwar, counts of the Eyrn Fuir
# House of Yrchdaugnir, Lords of Doranorien
# House of Linnarion, Lords of Celosien
# House of Arphenian, Lords of Lebennivet
# House of Celebhatol, Lords of Arnach
# House of Imlothiath, Lords of Edhelion
# House of Durthoron, Lords of Anghabar
# House of Celebharn, Lords of Methrast
# House of Heledir, Lords of Tolfalas
# House of Axanturionath, Lords of Tarlang
# House of Brandirion, Lords of Morthond Vale
# House of Gwaihirion, Captains of Isengard
# House of Authrom, Lords of Rhandir
# House of Palantirith, Lords of Serelond

### Houses of Ithilien (Trig TBF)
# House of Alagos, first Lords of Harithilien
# House of Astandurionath, latest Lords of Harithilien
# House of Arandal, Dukes of Cormalthen
# House of Drinbar, lords of the Nindalf
# House of Finnarphen, lords of Henneth Annun
# House of Asgaril, lords of Forithilien
# House of Faedur, Lords of the Ephel Duath
# House of Wilwarin, later rulers of Coruvegil
# House of Coruvegil, rulers of Coruvegil
# House of Curedain, stewards of the stewards
# House of Rian, cadet of Othnir, rulers of Rian between 1200 and 1700
# House of Othnir, Lords of Othnir
# House of Elemmir, Barons of Abad Elemmir
# House of Usuluni, Courtiers of the Dukes of Emyn Arnen
# House of Glorel, Lords of Glorel
# House of Telengaur, Lords of the Harithilien highlands
# House of Faron, First rulers of Porosir and Morvegil
# House of Morvegil, Dukes of Harithilien after the Kinstrife
# House of Nepos, second Dukes of Harithilien, lords of boths sides of the Poros
# House of Tiridon, cadet of Telengaur, later lords of the Haithilien highlands. 

### Houses of Harondor
# House of Orontorion, Lords of Methir
# House of Thavor, Lords of Laer
# House of Surionath, Lords of Neporos
# House of Morinehtar, Lords of Annun
# house of Súldilion
# House of Rumilion
# House of Calambar, Lords of Narthan (Chief Vanity)
# House of Elentirmo
# House of Seregonir
# House of Calionath, Lords of Harfalas
# House of Amdirvel, Lords of Eredir
# House of Noruinif, Lords of Hyarmen
# House of Maethorionath, Lords of Foraegardh

## Border Realms
# House of Telemnarion, Governors of Umbar
# House of Vinginturion, Lords of Arlefnui
# House of Ohtarion, Lords of Tharagrondost
# House of Isilmonir, Lords of Nethos
# House of Calionath, Lords of Harfalas
# Dor Rhúnen Regents

## Minor Houses / Counts
# House of Himelin	
# House of Dalfelena		
# House of Alfirin	
# House of Dúlinn	
# House of Galadeiliant		
# House of Hardion	
# House of Duneglan	
# House of Tinnubar	
# House of Atanatarionath	
# House of An Rosuldrië
# House of Malanath
# House of An Tyliand
# House of Rond Randir
# House of Rond Rendûl
# House of An Andhen
# House of Imristion
# House of An Lontir
# House of Nos Elmo
# House of An Annodrûn

## Unlanded Houses
# House of Dor Giril 
# House of Manthorionath
# Telcontar DNA Characters
# House of Gilthol (Sol Vanity)

## Angmar Start Date ##
# House of Arastil, Governors of the province of Enedhwaith, based in Southern Tharbad
# House of Forchon, Counts of Riverwatch, guarding the fords of the Angren
# House of Túlion, Holders of Lond Daer (or what's left of it)
# House of Handarod, Governors of the province of Andrast, based in Úlond
# House of Orthonn, Stewards of Tharagrondost until the Kinstrife

## Filler

##############################
##### The Kings of Gondor ####
##############################
# House of Anárionath

	dynasty_house = house_borondirionath
	religion = faith_edain
	culture = gondorian

	father = lineminadir11

	female = yes

	



	trait = blood_of_numenor_1
	6920.1.1={
		birth = yes
		effect = {
			learn_language = language_sindarin	
		}			
	}

	7023.1.1={
		death = { death_reason = death_natural_causes }
	}
}	

lineminadir24 = {
	name = Vardilme 
	dynasty_house = house_borondirionath
	religion = faith_edain
	culture = gondorian

	father = lineminadir11

	female = yes

	



	trait = blood_of_numenor_1
	6921.1.1={
		birth = yes
		effect = {
			learn_language = language_sindarin	
		}			
	}

	7019.1.1={
		death = { death_reason = death_natural_causes }
	}
}	

lineminadir21 = {
	name = Morvegil 
	dynasty_house = house_borondirionath
	religion = faith_edain
	culture = gondorian

	father = lineminadir11

	



	trait = blood_of_numenor_1
	6927.1.1={
		birth = yes
		effect = {
			learn_language = language_sindarin	
		}			
	}

	7032.1.1={
		death = { death_reason = death_natural_causes }
	}
}	

lineminadir22 = {
	name = Miryaryon 
	dynasty_house = house_borondirionath
	religion = faith_edain
	culture = gondorian

	father = lineminadir21

	
	trait = lifestyle_blademaster


	trait = blood_of_numenor_1
	6970.1.1={
		birth = yes
		effect = {
			learn_language = language_sindarin	
		}			
	}

	7078.1.1={
		death = { death_reason = death_natural_causes }
	}
}	

lineminadir23 = {
	name = Mormacil 
	dynasty_house = house_borondirionath
	religion = faith_edain
	culture = gondorian

	father = lineminadir21

	
	trait = lifestyle_blademaster



	trait = blood_of_numenor_1
	6977.1.1={
		birth = yes
		effect = {
			learn_language = language_sindarin	
		}			
	}

	7085.1.1={
		death = { death_reason = death_natural_causes }
	}
}	

###################################
#### The Lords of Gardhon Fuir ####
###################################
# House of Rodirionath (Name TBD) 
# Rulers of Gardhon Fuir, originally descendend from a Prince of Anarion's line, who married a Northman woman and was disinherited by his father Prince Minastan. The line was istead given land in the North-March of Anorien, and was known for occasionally marrying across the border later. It went through the female line at least once. 
# A cadet formed when an Elder daughter of the family married the second son of the Duke of Eastfold. They ruled Halifirien for many years, eventaully taking the mantle of the Eastfold until the Rohirrim arived. Then, the line unlanded for a while, until one of it's sons married back into the main line around 2800, as it had died out. 

linebenrodir1 = { # Son of Minastir, married a Nothman woman and disinherited. 
    name = Benrodir

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

	father = lineofanarion36

    trait = humble
    trait = content
    trait = stubborn

	trait = intellect_good_2

    diplomacy = 18
    martial = 16
    stewardship = 15
    intrigue = 6
    learning = 12
    prowess = 14

    trait = education_stewardship_4

	trait = disinherited

	trait = blood_of_numenor_7

    5618.10.11 = {
        birth = yes
    }

    5675.6.1 = {
        add_spouse = linebenrodir2
		set_relation_soulmate = character:linebenrodir2

    }

    5836.9.15 = { #218
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir2 = {
    name = Mirilas
    female = yes

    religion = faith_edain
    culture = rhovannic

    sexuality = heterosexual

    trait = zealous
    trait = brave
    trait = stubborn

	trait = intellect_good_1
	trait = beauty_good_2

    diplomacy = 3
    martial = 5
    stewardship = 6
    intrigue = 2
    learning = 5
    prowess = 5

    trait = education_stewardship_2

	trait = blood_of_numenor_2

    5650.11.10 = {
        birth = yes
    }

    5773.5.16 = { # 122
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir3 = {
    name = Astaldion

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir1
    mother = linebenrodir2

    sexuality = heterosexual

    trait = lazy
    trait = paranoid
    trait = humble

	trait = intellect_bad_1

    diplomacy = 7
    martial = 4
    stewardship = 5
    intrigue = 10
    learning = 3
    prowess = 5

    trait = education_intrigue_1

	trait = blood_of_numenor_7

    5679.8.4 = {
        birth = yes
    }

    5712.5.11 = {
        give_nickname = nick_the_dull
        effect = {
            add_character_flag = {
                flag = had_nickname_event
            }
        }
    }

    5755.8.8 = {
        add_spouse = linebenrodir4
    }

    5890.5.28 = { #211
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir4 = {
    name = Minuial
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = humble
    trait = wrathful
    trait = gluttonous

    diplomacy = 3
    martial = 2
    stewardship = 3
    intrigue = 4
    learning = 3
    prowess = 8

    trait = education_intrigue_4

	trait = blood_of_numenor_6

    5684.3.9 = {
        birth = yes
    }

    5892.5.10 = { #208
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir5 = {
    name = Turindo

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir3
    mother = linebenrodir4

    sexuality = heterosexual

    trait = lustful
    trait = just
    trait = generous

    diplomacy = 5
    martial = 4
    stewardship = 10
    intrigue = 3
    learning = 3
    prowess = 5

    trait = education_diplomacy_2
	trait = shrewd

	trait = blood_of_numenor_6

    5760.1.25 = {
        birth = yes
    }

    5824.9.17 = {
        add_spouse = linebenrodir6
    }

    5963.11.17 = { # 203
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir6 = {
    name = Gwaewen
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = diligent
    trait = honest
    trait = lustful

	trait = beauty_good_2

    diplomacy = 7
    martial = 6
    stewardship = 5
    intrigue = 5
    learning = 2
    prowess = 5

    trait = education_diplomacy_3

	trait = blood_of_numenor_6

    5751.12.20 = {
        birth = yes
    }

    5959.8.17 = {
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir7 = {
    name = Quelanar

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir5
    mother = linebenrodir6

    sexuality = heterosexual

    trait = deceitful
    trait = compassionate
    trait = greedy

	trait = beauty_good_1

    diplomacy = 4
    martial = 5
    stewardship = 4
    intrigue = 4
    learning = 4
    prowess = 4

    trait = education_martial_1

	trait = blood_of_numenor_6

    5827.5.24 = {
        birth = yes
    }

    5885.9.1 = {
        add_spouse = linebenrodir8
    }

    6022.5.20 = { #195
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir8 = {
    name = Ailinel
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = vengeful
    trait = shy
    trait = lustful

    diplomacy = 4
    martial = 4
    stewardship = 5
    intrigue = 5
    learning = 2
    prowess = 8

    trait = education_stewardship_3

	trait = blood_of_numenor_5

    5836.1.1 = {
        birth = yes
    }

    6020.8.19 = { #186
        death = { death_reason = death_natural_causes }
    }
}


linebenrodir13 = {
    name = Boromir

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir7
    mother = linebenrodir8

    sexuality = heterosexual

    trait = zealous
    trait = ambitious
    trait = lustful

	trait = fornicator
	trait = beauty_good_1

    diplomacy = 3
    martial = 5
    stewardship = 2
    intrigue = 6
    learning = 4
    prowess = 9

    trait = education_martial_1

	trait = blood_of_numenor_4

    5885.6.12 = {
        birth = yes
    }

    5931.12.31 = { #Married at swordpoint when Gilwen was found 3 months pregnant 
        add_spouse = linebenrodir14
    }

    5932.3.28 = { #1899, 2nd Battle of Dagorlad
        death = { death_reason = death_battle }
    }
}

linebenrodir14 = {
    name = Gilwen
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = lustful
    trait = gregarious
    trait = ambitious

	trait = fornicator
	trait = beauty_good_2

    diplomacy = 10
    martial = 3
    stewardship = 1
    intrigue = 4
    learning = 4
    prowess = 8

    trait = education_diplomacy_2

	trait = blood_of_numenor_4

    5898.8.1 = {
        birth = yes
    }

    5932.4.4 = {
        death = { death_reason = death_childbirth }
    }
}

linebenrodir13baby = {
    name = H_erince

	female = yes
    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir13
    mother = linebenrodir14

    sexuality = heterosexual

    diplomacy = 0
    martial = 0
    stewardship = 0
    intrigue = 0
    learning = 0
    prowess = 0

    trait = sickly
	trait = beauty_good_3

	trait = blood_of_numenor_4

	5932.4.2 = {
        birth = yes
    }

    5932.7.20 = { #Born Premature, died in infancy
        death = { death_reason = death_ill }
    }
}

linebenrodir15 = {
	name = Gilmith
    female = yes

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir7
    mother = linebenrodir8

    sexuality = heterosexual

    trait = arbitrary
    trait = impatient
    trait = sadistic

    diplomacy = 4
    martial = 5
    stewardship = 5
    intrigue = 3
    learning = 4
    prowess = 5

    trait = education_martial_3

	trait = blood_of_numenor_5

    5894.6.12 = {
        birth = yes
    }

    6033.5.24 = {
        add_matrilineal_spouse = linebenrodir16
    }

    6082.9.14 = { #188
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir16 = { # Young son of the neighoring counts, quickly married to preserve the line
	name = Glorvegil

	dynasty = dynasty_borlachionath
    religion = faith_edain
    culture = gondorian

    father = lineofborlach31
    mother = lineofborlach32

    sexuality = heterosexual

    trait = ambitious
    trait = arrogant
    trait = shy

    diplomacy = 5
    martial = 7
    stewardship = 3
    intrigue = 4
    learning = 3
    prowess = 3

    trait = education_martial_2

	trait = blood_of_numenor_3

    5892.11.6 = {
        birth = yes
    }

    6040.11.28 = { # 148
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir9 = {
    name = Minardur

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir16
    mother = linebenrodir15

    sexuality = heterosexual

    trait = gluttonous
    trait = gregarious
    trait = humble

    diplomacy = 1
    martial = 4
    stewardship = 2
    intrigue = 3
    learning = 3
    prowess = 3

    trait = education_martial_1

	trait = blood_of_numenor_5


    5936.3.18 = {
        birth = yes
    }

    5979.3.5 = {
        add_spouse = linebenrodir10
    }

    6113.7.2 = { #177
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir10 = {
    name = Gillas
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = trusting
    trait = calm
    trait = content

    diplomacy = 5
    martial = 5
    stewardship = 3
    intrigue = 3
    learning = 5
    prowess = 8

    trait = education_diplomacy_2

	trait = blood_of_numenor_4

    5930.12.8 = {
        birth = yes
    }

    6088.1.6 = { # 158
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir11 = {
    name = Thulvegil

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir9
    mother = linebenrodir10

    sexuality = heterosexual

    trait = gregarious
    trait = ambitious
    trait = stubborn

    diplomacy = 5
    martial = 3
    stewardship = 7
    intrigue = 3
    learning = 4
    prowess = 4

    trait = education_stewardship_4

	trait = blood_of_numenor_5

	5980.3.18 = {
        birth = yes
    }

    6037.3.5 = {
        add_spouse = linebenrodir10
    }

    6149.7.2 = { #169
        death = { death_reason = death_natural_causes }
    }

}

linebenrodir12 = {
    name = Aldawen
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = diligent
    trait = wrathful
    trait = craven

    diplomacy = 3
    martial = 7
    stewardship = 3
    intrigue = 4
    learning = 4
    prowess = 4

    trait = education_martial_2

	trait = blood_of_numenor_4
	
	5982.3.18 = {
        birth = yes
    }

    6144.7.2 = { #158
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir17 = {
    name = Telumaethor

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir11
    mother = linebenrodir12

    sexuality = heterosexual

    trait = zealous
    trait = gregarious
    trait = content

    diplomacy = 5
    martial = 6
    stewardship = 6
    intrigue = 3
    learning = 6
    prowess = 3

    trait = education_martial_4

	trait = blood_of_numenor_4

    6040.5.12 = {
        birth = yes
    }

    6082.7.24 = {
        add_spouse = linebenrodir18
    }

    6200.5.4 = { # 160
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir18 = {
    name = Silien
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = gregarious
    trait = chaste
    trait = content

    diplomacy = 1
    martial = 6
    stewardship = 4
    intrigue = 5
    learning = 3
    prowess = 5

    trait = education_martial_3

	trait = blood_of_numenor_3

    6051.5.25 = {
        birth = yes
    }

    6115.7.26 = { #64
        death = { death_reason = death_leper }
    }
}

linebenrodir19 = {
    name = Aerennil

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir17
    mother = linebenrodir18

    sexuality = heterosexual

    trait = temperate
    trait = wrathful
    trait = just

    diplomacy = 1
    martial = 5
    stewardship = 4
    intrigue = 4
    learning = 9
    prowess = 7

    trait = education_learning_3

	trait = blood_of_numenor_4

    6089.9.4 = {
        birth = yes
    }

    6132.5.17 = {
        add_spouse = linebenrodir20
    }

    6245.9.19 = { # 156
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir20 = {
    name = Gilmith
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = forgiving
    trait = greedy
    trait = callous

    diplomacy = 2
    martial = 6
    stewardship = 3
    intrigue = 3
    learning = 2
    prowess = 2

    trait = education_martial_2

	trait = blood_of_numenor_3

    6135.5.4 = {
        birth = yes
    }

    6222.12.24 = { #130
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir21 = {
    name = Beldir

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir19
    mother = linebenrodir20

    sexuality = heterosexual

    trait = honest
    trait = gregarious
    trait = just

    diplomacy = 1
    martial = 5
    stewardship = 4
    intrigue = 4
    learning = 9
    prowess = 7

    trait = education_diplomacy_2

	trait = blood_of_numenor_4

    6137.9.4 = {
        birth = yes
    }

    6174.9.17 = {
        add_spouse = linebenrodir22
    }

    6286.1.19 = { # 149
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir22 = {
    name = Glorwen
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = forgiving
    trait = honest
    trait = compassionate

    diplomacy = 2
    martial = 6
    stewardship = 3
    intrigue = 3
    learning = 2
    prowess = 2

    trait = education_martial_2

	trait = blood_of_numenor_3

    6135.5.4 = {
        birth = yes
    }

    6277.12.24 = { #142
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir23 = {
    name = Borthand

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

	father = linebenrodir21
    mother = linebenrodir22

    trait = humble
    trait = fickle
    trait = gluttonous

    diplomacy = 17
    martial = 20
    stewardship = 11
    intrigue = 9
    learning = 12
    prowess = 16

    trait = education_martial_3
	trait = blood_of_numenor_3

    6175.5.23 = {
        birth = yes
    }

    6209.6.23 = {
        add_spouse = linebenrodir24
    }

    6249.11.8 = { # 74
        death = { death_reason = death_killed_by_monstrous_wolf }
    }
}

linebenrodir24 = {
    name = Nehte
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = asexual

    trait = blood_of_numenor_2

    trait = zealous
    trait = craven
    trait = callous

    diplomacy = 3
    martial = 5
    stewardship = 6
    intrigue = 2
    learning = 5
    prowess = 5

    trait = education_stewardship_2

    6183.9.24 = {
        birth = yes
    }

    6295.5.20 = { #112
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir25 = {
    name = Ivrindil

    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir23
    mother = linebenrodir24

    sexuality = heterosexual

    trait = blood_of_numenor_3

    trait = diligent
    trait = paranoid
    trait = humble

    diplomacy = 7
    martial = 4
    stewardship = 5
    intrigue = 10
    learning = 3
    prowess = 5

    trait = education_intrigue_4

    6212.12.25 = {
        birth = yes
    }

    6220.11.3 = {
        give_nickname = nick_the_quick
        effect = {
            add_character_flag = {
                flag = had_nickname_event
            }
        }
    }

    6245.9.18 = {
        add_spouse = linebenrodir26
    }

    6355.3.11 = { # 143
        death = { death_reason = death_natural_causes }
    }
}

linebenrodir26 = {
    name = Maewiel
    female = yes

    religion = faith_edain
    culture = gondorian

    sexuality = heterosexual

    trait = blood_of_numenor_2

    trait = humble
    trait = wrathful
    trait = gluttonous

    diplomacy = 3
    martial = 2
    stewardship = 3
    intrigue = 10
    learning = 3
    prowess = 8

    trait = education_intrigue_4

    6214.5.6 = {
        birth = yes
    }

    6343.6.28 = { # 129
        death = { death_reason = death_natural_causes }
    }
}


linebenrodir25sister = {
    name = Faelivrin

	female = yes
    dynasty = dynasty_benrodir
    religion = faith_edain
    culture = gondorian

    father = linebenrodir23
    mother = linebenrodir24

    sexuality = heterosexual

    trait = blood_of_numenor_3

    trait = diligent
    trait = stubborn
    trait = ambitious

    diplomacy = 12
    martial = 4
    stewardship = 10
    intrigue = 5
    learning = 10
    prowess = 5

    trait = education_stewardship_5

    6229.6.25 = {
        birth = yes
    }

    6275.11.3 = {
        give_nickname = nick_the_magnificent
        effect = {
